"ensembl_gene_id","description","gene_biotype","gcContent","start_position","end_position","transcript_length","chr","band","gene_name","mirbase_id","geneLength"
"ENSG00000182378","phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]","protein_coding",53.82,276322,303356,5287,"X","p22.33","PLCXD1","",27034
"ENSG00000205038","PKHD1 like 1 [Source:HGNC Symbol;Acc:HGNC:20313]","protein_coding",35.49,109362461,109537207,19969,"8","q23.1","PKHD1L1","",174746
"ENSG00000126432","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]","protein_coding",57.3,64318121,64321811,860,"11","q13.1","PRDX5","",3690
"ENSG00000145358","DNA damage inducible transcript 4 like [Source:HGNC Symbol;Acc:HGNC:30555]","protein_coding",43.05,100185870,100190782,2604,"4","q24","DDIT4L","",4912
"ENSG00000198589","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]","protein_coding",36.23,150264435,151015727,10148,"4","q31.3","LRBA","",751292
"ENSG00000103740","acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]","protein_coding",48.23,78167468,78245688,6215,"15","q25.1","ACSBG1","",78220
"ENSG00000186648","capping protein regulator and myosin 1 linker 3 [Source:HGNC Symbol;Acc:HGNC:20272]","protein_coding",57.82,24052009,24069729,4589,"14","q11.2","CARMIL3","",17720
"ENSG00000168071","coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757]","protein_coding",61.62,64340204,64357534,4934,"11","q13.1","CCDC88B","",17330
"ENSG00000268651","cancer/testis antigen 1A [Source:HGNC Symbol;Acc:HGNC:24198]","protein_coding",65.8,154585133,154586816,1008,"X","q28","CTAG1A","",1683
"ENSG00000171388","apelin [Source:HGNC Symbol;Acc:HGNC:16665]","protein_coding",56.18,129645259,129654956,3224,"X","q26.1","APLN","",9697
"ENSG00000260027","homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]","protein_coding",54.13,48607232,48633572,1363,"17","q21.32","HOXB7","",26340
"ENSG00000083123","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]","protein_coding",36.82,80106647,80346270,743,"6","q14.1","BCKDHB","",239623
"ENSG00000122121","X-prolyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:12823]","protein_coding",49.74,129738949,129769536,1232,"X","q26.1","XPNPEP2","",30587
"ENSG00000161509","glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]","protein_coding",59.83,74842023,74861504,4271,"17","q25.1","GRIN2C","",19481
"ENSG00000263697","microRNA 3621 [Source:HGNC Symbol;Acc:HGNC:38930]","miRNA",72.94,137169186,137169270,85,"9","q34.3","MIR3621","hsa-mir-3621",84
"ENSG00000185863","transmembrane protein 210 [Source:HGNC Symbol;Acc:HGNC:34059]","protein_coding",64.22,137170858,137172056,530,"9","q34.3","TMEM210","",1198
"ENSG00000186480","insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]","protein_coding",44.41,155297776,155310235,2908,"7","q36.3","INSIG1","",12459
"ENSG00000122122","SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]","protein_coding",52.71,129779949,129795201,2661,"X","q26.1","SASH3","",15252
"ENSG00000176248","anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]","protein_coding",61.65,137174784,137188560,1972,"9","q34.3","ANAPC2","",13776
"ENSG00000129535","neural retina leucine zipper [Source:HGNC Symbol;Acc:HGNC:8002]","protein_coding",49.87,24078662,24115010,3543,"14","q12","NRL","",36348
"ENSG00000134709","hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]","protein_coding",34.38,59814786,59876322,519,"1","p32.1","HOOK1","",61536
"ENSG00000100889","phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]","protein_coding",49.2,24094053,24110598,1804,"14","q11.2","PCK2","",16545
"ENSG00000118495","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]","protein_coding",40.32,143940300,144064599,4430,"6","q24.2","PLAGL1","",124299
"ENSG00000197696","neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]","protein_coding",56.33,84655129,84658563,655,"15","q25.2","NMB","",3434
"ENSG00000078061","A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]","protein_coding",51.19,47561205,47571908,2378,"X","p11.3","ARAF","",10703
"ENSG00000288558","DUS4L-BCAP29 readthrough [Source:HGNC Symbol;Acc:HGNC:54422]","protein_coding",37.13,107563971,107623317,4001,"7","q22.3","DUS4L-BCAP29","",59346
"ENSG00000114115","retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]","protein_coding",48.01,139517434,139539829,462,"3","q23","RBP1","",22395
"ENSG00000196338","neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]","protein_coding",52.1,71144831,71171201,3863,"X","q13.1","NLGN3","",26370
"ENSG00000176101","SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]","protein_coding",65.81,137188660,137190370,1170,"9","q34.3","SSNA1","",1710
"ENSG00000153310","CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]","protein_coding",42.04,129839593,130017129,3798,"8","q24.21","CYRIB","",177536
"ENSG00000128908","INO80 complex ATPase subunit [Source:HGNC Symbol;Acc:HGNC:26956]","protein_coding",42.25,40978880,41116280,6365,"15","q15.1","INO80","",137400
"ENSG00000137936","BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]","protein_coding",45.08,93561741,93847150,2827,"1","p22.1","BCAR3","",285409
"ENSG00000176058","taperin [Source:HGNC Symbol;Acc:HGNC:26894]","protein_coding",62.56,137191617,137204193,2109,"9","q34.3","TPRN","",12576
"ENSG00000278359","microRNA 7155 [Source:HGNC Symbol;Acc:HGNC:50005]","miRNA",57.14,64341849,64341904,56,"11","q13.1","MIR7155","hsa-mir-7155",55
"ENSG00000180901","potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]","protein_coding",49.14,75032575,75065889,524,"17","q25.1","KCTD2","",33314
"ENSG00000133627","actin related protein 3B [Source:HGNC Symbol;Acc:HGNC:17256]","protein_coding",43.36,152759749,152855378,1566,"7","q36.1","ACTR3B","",95629
"ENSG00000162302","ribosomal protein S6 kinase A4 [Source:HGNC Symbol;Acc:HGNC:10433]","protein_coding",56.99,64359148,64372215,3121,"11","q13.1","RPS6KA4","",13067
"ENSG00000187713","transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]","protein_coding",56.8,137204082,137205648,1567,"9","q34.3","TMEM203","",1566
"ENSG00000212864","ring finger protein 208 [Source:HGNC Symbol;Acc:HGNC:25420]","protein_coding",68.39,137220247,137221581,1077,"9","q34.3","RNF208","",1334
"ENSG00000197191","cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]","protein_coding",64.43,137224635,137226315,1296,"9","q34.3","CYSRT1","",1680
"ENSG00000233198","ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912]","protein_coding",65.87,137227502,137229640,1569,"9","q34.3","RNF224","",2138
"ENSG00000198569","solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305]","protein_coding",66.86,137230757,137236555,1283,"9","q34.3","SLC34A3","",5798
"ENSG00000167419","lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]","protein_coding",44.84,58218548,58268518,2680,"17","q22","LPO","",49970
"ENSG00000075188","nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]","protein_coding",36.52,102073103,102120120,2362,"12","q23.2","NUP37","",47017
"ENSG00000075651","phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]","protein_coding",38.86,171600404,171810950,694,"3","q26.31","PLD1","",210546
"ENSG00000188229","tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]","protein_coding",63.28,137241287,137243707,1563,"9","q34.3","TUBB4B","",2420
"ENSG00000155008","apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]","protein_coding",37.14,85003877,85093316,6480,"X","q21.1","APOOL","",89439
"ENSG00000188163","family with sequence similarity 166 member A [Source:HGNC Symbol;Acc:HGNC:33818]","protein_coding",60.35,137243584,137247770,1720,"9","q34.3","FAM166A","",4186
"ENSG00000164483","sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]","protein_coding",39.15,130144315,130365425,2377,"6","q23.1","SAMD3","",221110
"ENSG00000101938","chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]","protein_coding",39.45,110673856,110795819,3860,"X","q23","CHRDL1","",121963
"ENSG00000254206","nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]","protein_coding",47.5,29381354,29404029,3653,"16","p11.2","NPIPB11","",22675
"ENSG00000197768","sperm-tail PG-rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:37285]","protein_coding",65.95,137251261,137253483,1025,"9","q34.3","STPG3","",2222
"ENSG00000157212","PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624]","protein_coding",40.84,154943687,155003124,3864,"7","q36.2","PAXIP1","",59437
"ENSG00000089053","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]","protein_coding",44.55,121308245,121399896,1141,"12","q24.31","ANAPC5","",91651
"ENSG00000183336","bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]","protein_coding",44.39,29443056,29454964,1442,"16","p11.2","BOLA2","",11908
"ENSG00000261740","BOLA2-SMG1P6 readthrough [Source:HGNC Symbol;Acc:HGNC:53563]","protein_coding",43.95,29443230,29454651,937,"16","p11.2","BOLA2-SMG1P6","",11421
"ENSG00000221273","microRNA 1237 [Source:HGNC Symbol;Acc:HGNC:33927]","miRNA",77.45,64368602,64368703,102,"11","q13.1","MIR1237","hsa-mir-1237",101
"ENSG00000100897","DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]","protein_coding",50.99,24114195,24125242,849,"14","q12","DCAF11","",11047
"ENSG00000181625","SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]","protein_coding",59.99,29454501,29458219,1165,"16","p11.2","SLX1B","",3718
"ENSG00000143032","BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]","protein_coding",50.14,90711539,90717302,2044,"1","p22.2","BARHL2","",5763
"ENSG00000168065","solute carrier family 22 member 11 [Source:HGNC Symbol;Acc:HGNC:18120]","protein_coding",56.7,64555690,64572875,2124,"11","q13.1","SLC22A11","",17185
"ENSG00000178028","DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]","protein_coding",52.33,44213455,44220681,1545,"1","p34.1","DMAP1","",7226
"ENSG00000198265","helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]","protein_coding",38.17,67070444,67245989,13817,"17","q24.2","HELZ","",175545
"ENSG00000077264","p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]","protein_coding",39.22,110944285,111227361,2477,"X","q23","PAK3","",283076
"ENSG00000188986","negative elongation factor complex member B [Source:HGNC Symbol;Acc:HGNC:24324]","protein_coding",56.43,137255327,137273542,2540,"9","q34.3","NELFB","",18215
"ENSG00000197891","solute carrier family 22 member 12 [Source:HGNC Symbol;Acc:HGNC:17989]","protein_coding",58.62,64590641,64602353,2599,"11","q13.1","SLC22A12","",11712
"ENSG00000142230","SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]","protein_coding",47.18,47113274,47210636,723,"19","q13.32","SAE1","",97362
"ENSG00000091009","RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]","protein_coding",38.67,146203605,146289223,6537,"5","q32","RBM27","",85618
"ENSG00000198113","torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]","protein_coding",67.76,137277726,137282641,4171,"9","q34.3","TOR4A","",4915
"ENSG00000198435","NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]","protein_coding",59.22,137299631,137302271,2641,"9","q34.3","NRARP","",2640
"ENSG00000120156","TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]","protein_coding",40.55,27109141,27230174,3836,"9","p21.2","TEK","",121033
"ENSG00000169203","nuclear pore complex interacting protein family member B12 [Source:HGNC Symbol;Acc:HGNC:37491]","protein_coding",47.14,29483642,29505999,1342,"16","p11.2","NPIPB12","",22357
"ENSG00000085662","aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]","protein_coding",50.04,134442356,134459284,1361,"7","q33","AKR1B1","",16928
"ENSG00000169612","RNA guanine-7 methyltransferase activating subunit [Source:HGNC Symbol;Acc:HGNC:31022]","protein_coding",41.09,82986210,82991057,1565,"15","q25.2","RAMAC","",4847
"ENSG00000121858","TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]","protein_coding",40.83,172505508,172523475,1876,"3","q26.31","TNFSF10","",17967
"ENSG00000178996","sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]","protein_coding",42.68,54517759,54546586,2063,"5","q11.2","SNX18","",28827
"ENSG00000266758","microRNA 3680-2 [Source:HGNC Symbol;Acc:HGNC:43472]","miRNA",43.68,29599179,29599265,87,"16","p11.2","MIR3680-2","hsa-mir-3680-1",86
"ENSG00000197471","sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]","protein_coding",52.92,29662979,29670876,1935,"16","p11.2","SPN","",7897
"ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]","protein_coding",39.2,68215756,68301821,6975,"5","q13.1","PIK3R1","",86065
"ENSG00000149930","TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]","protein_coding",54.91,29973868,29992261,4937,"16","p11.2","TAOK2","",18393
"ENSG00000183655","kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]","protein_coding",53.56,85759326,85794925,3650,"15","q25.3","KLHL25","",35599
"ENSG00000196218","ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483]","protein_coding",52.14,38433691,38587564,15377,"19","q13.2","RYR1","",153873
"ENSG00000112531","QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]","protein_coding",36.39,163414000,163578592,6085,"6","q26","QKI","",164592
"ENSG00000110076","neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]","protein_coding",54.53,64606174,64723197,3232,"11","q13.1","NRXN2","",117023
"ENSG00000168710","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]","protein_coding",40.92,109984765,110023742,3943,"1","p13.3","AHCYL1","",38977
"ENSG00000068305","myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]","protein_coding",36.86,99565417,99716466,732,"15","q26.3","MEF2A","",151049
"ENSG00000077274","calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]","protein_coding",41.36,111245099,111270483,3532,"X","q23","CAPN6","",25384
"ENSG00000122971","acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]","protein_coding",55.41,120725774,120740008,1859,"12","q24.31","ACADS","",14234
"ENSG00000214128","transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]","protein_coding",43.97,138797952,138838101,1153,"7","q34","TMEM213","",40149
"ENSG00000260802","serine rich and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:48576]","protein_coding",36.81,111511662,111522399,4595,"X","q23","SERTM2","",10737
"ENSG00000102359","sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]","protein_coding",43.59,100644195,100675788,993,"X","q22.1","SRPX2","",31593
"ENSG00000122779","tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]","protein_coding",39.2,138460259,138589996,8488,"7","q33","TRIM24","",129737
"ENSG00000117519","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]","protein_coding",42.96,94896949,94927223,1991,"1","p21.3","CNN3","",30274
"ENSG00000149929","HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]","protein_coding",57.09,29992330,29996074,2560,"16","p11.2","HIRIP3","",3744
"ENSG00000172809","ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]","protein_coding",48.98,74203582,74210655,431,"17","q25.1","RPL38","",7073
"ENSG00000111144","leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]","protein_coding",39.07,96000753,96043520,2140,"12","q23.1","LTA4H","",42767
"ENSG00000277889","microRNA 8081 [Source:HGNC Symbol;Acc:HGNC:50123]","miRNA",45.26,106600928,106601022,95,"9","q31.2","MIR8081","hsa-mir-8081",94
"ENSG00000148143","zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]","protein_coding",40.07,106863166,107013634,551,"9","q31.2","ZNF462","",150468
"ENSG00000083307","grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]","protein_coding",40.92,101492439,101669726,236,"8","q22.3","GRHL2","",177287
"ENSG00000101892","ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]","protein_coding",41.9,120362085,120383249,4644,"X","q24","ATP1B4","",21164
"ENSG00000169592","INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905]","protein_coding",57,29995715,30005793,1489,"16","p11.2","INO80E","",10078
"ENSG00000134215","vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]","protein_coding",37.54,107571161,107965180,5025,"1","p13.3","VAV3","",394019
"ENSG00000173889","polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]","protein_coding",37.75,170086732,170181749,913,"3","q26.2","PHC3","",95017
"ENSG00000167291","TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]","protein_coding",52.49,79932343,80035872,10960,"17","q25.3","TBC1D16","",103529
"ENSG00000176463","solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]","protein_coding",45.12,91853708,92172435,5102,"15","q26.1","SLCO3A1","",318727
"ENSG00000092010","proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]","protein_coding",57.43,24136163,24138967,1033,"14","q12","PSME1","",2804
"ENSG00000005893","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]","protein_coding",38.61,120426148,120469365,6535,"X","q24","LAMP2","",43217
"ENSG00000068831","RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]","protein_coding",55.63,64726911,64745456,2409,"11","q13.1","RASGRP2","",18545
"ENSG00000196453","zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]","protein_coding",47.28,149431363,149461062,3172,"7","q36.1","ZNF777","",29699
"ENSG00000158106","rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]","protein_coding",64.97,143368876,143384221,3695,"8","q24.3","RHPN1","",15345
"ENSG00000006459","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]","protein_coding",39.15,140084746,140176983,9220,"7","q34","KDM7A","",92237
"ENSG00000148156","actin like 7B [Source:HGNC Symbol;Acc:HGNC:162]","protein_coding",63.4,108854588,108855986,1399,"9","q31.3","ACTL7B","",1398
"ENSG00000151466","sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]","protein_coding",36.17,128864921,129093600,734,"4","q28.2","SCLT1","",228679
"ENSG00000187003","actin like 7A [Source:HGNC Symbol;Acc:HGNC:161]","protein_coding",57.08,108862266,108863756,1491,"9","q31.3","ACTL7A","",1490
"ENSG00000106648","polypeptide N-acetylgalactosaminyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:21725]","protein_coding",42.38,151956379,152019929,1678,"7","q36.1","GALNTL5","",63550
"ENSG00000153975","zinc finger containing ubiquitin peptidase 1 [Source:HGNC Symbol;Acc:HGNC:21224]","protein_coding",36.54,116635618,116668794,807,"6","q22.1","ZUP1","",33176
"ENSG00000070061","elongator acetyltransferase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:5959]","protein_coding",39.99,108866898,108934328,3099,"9","q31.3","ELP1","",67430
"ENSG00000181026","apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]","protein_coding",51.37,88621337,88632281,3072,"15","q26.1","AEN","",10944
"ENSG00000232119","MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]","protein_coding",39.17,120594010,120621159,619,"X","q24","MCTS1","",27149
"ENSG00000253117","otoconin 90 [Source:HGNC Symbol;Acc:HGNC:8100]","protein_coding",45.22,132024216,132059382,1788,"8","q24.22","OC90","",35166
"ENSG00000112706","interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]","protein_coding",38.58,75921114,76072678,3543,"6","q14.1","IMPG1","",151564
"ENSG00000171155","C1GALT1 specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]","protein_coding",39.69,120625674,120630054,1636,"X","q24","C1GALT1C1","",4380
"ENSG00000158290","cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]","protein_coding",39.7,120505920,120604074,24020,"X","q24","CUL4B","",98154
"ENSG00000166260","cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]","protein_coding",41.44,54951902,54968703,2663,"17","q22","COX11","",16801
"ENSG00000074527","netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]","protein_coding",40.1,95657807,95791189,3621,"12","q22","NTN4","",133382
"ENSG00000149927","double C2 domain alpha [Source:HGNC Symbol;Acc:HGNC:2985]","protein_coding",55.15,30005514,30023270,2013,"16","p11.2","DOC2A","",17756
"ENSG00000147592","lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]","protein_coding",38.39,70635318,70669185,1034,"8","q13.3","LACTB2","",33867
"ENSG00000113272","tRNA-histidine guanylyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:26053]","protein_coding",42.92,157731420,157741449,2885,"5","q33.3","THG1L","",10029
"ENSG00000185787","mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]","protein_coding",45.4,78810487,78898139,2274,"15","q25.1","MORF4L1","",87652
"ENSG00000183742","MET transcriptional regulator MACC1 [Source:HGNC Symbol;Acc:HGNC:30215]","protein_coding",36.44,20134655,20217404,9153,"7","p21.1","MACC1","",82749
"ENSG00000198576","activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]","protein_coding",66.77,142611049,142614479,2950,"8","q24.3","ARC","",3430
"ENSG00000100908","ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]","protein_coding",53.51,24138959,24141591,565,"14","q12","EMC9","",2632
"ENSG00000138769","cyclin dependent kinase like 2 [Source:HGNC Symbol;Acc:HGNC:1782]","protein_coding",39.15,75576496,75630716,3383,"4","q21.1","CDKL2","",54220
"ENSG00000212993","POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:HGNC:9223]","protein_coding",40.09,127322183,127420066,2102,"8","q24.21","POU5F1B","",97883
"ENSG00000067167","translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]","protein_coding",38.27,70573218,70608416,3394,"8","q13.3","TRAM1","",35198
"ENSG00000198074","aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]","protein_coding",45.41,134527567,134541412,1619,"7","q33","AKR1B10","",13845
"ENSG00000188641","dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]","protein_coding",35.1,97077743,97995000,4423,"1","p21.3","DPYD","",917257
"ENSG00000112031","mitochondrial translational release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]","protein_coding",37.72,152987362,153002709,3214,"6","q25.2","MTRF1L","",15347
"ENSG00000155893","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]","protein_coding",44.59,141228726,141367753,568,"3","q23","PXYLP1","",139027
"ENSG00000138639","Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]","protein_coding",36.75,85475150,86002668,4621,"4","q21.23","ARHGAP24","",527518
"ENSG00000152684","pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]","protein_coding",38.89,52787916,52804044,4371,"5","q11.2","PELO","",16128
"ENSG00000108468","chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]","protein_coding",45.92,48070052,48101478,2422,"17","q21.32","CBX1","",31426
"ENSG00000113249","hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:17866]","protein_coding",42.99,157029413,157059119,1713,"5","q33.3","HAVCR1","",29706
"ENSG00000146278","proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]","protein_coding",48.53,89080751,89085160,816,"6","q15","PNRC1","",4409
"ENSG00000100911","proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]","protein_coding",52.29,24143362,24147570,496,"14","q12","PSME2","",4208
"ENSG00000204947","zinc finger protein 425 [Source:HGNC Symbol;Acc:HGNC:20690]","protein_coding",47.06,149102784,149126324,3198,"7","q36.1","ZNF425","",23540
"ENSG00000164440","taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]","protein_coding",40.25,139240061,139291998,4612,"6","q24.1","TXLNB","",51937
"ENSG00000152078","TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]","protein_coding",38.99,95117355,95197607,6805,"1","p21.3","TLCD4","",80252
"ENSG00000167757","kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]","protein_coding",56.97,51022216,51028039,759,"19","q13.41","KLK11","",5823
"ENSG00000167656","lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]","protein_coding",61.7,142784882,142786539,749,"8","q24.3","LY6D","",1657
"ENSG00000108510","mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]","protein_coding",38.73,61942605,62065278,10461,"17","q23.2","MED13","",122673
"ENSG00000091732","zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]","protein_coding",44.46,130018287,130051451,1889,"7","q32.2","ZC3HC1","",33164
"ENSG00000140396","nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]","protein_coding",38.24,70109782,70403808,8430,"8","q13.3","NCOA2","",294026
"ENSG00000152822","glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593]","protein_coding",37.18,146027646,146437601,1515,"6","q24.3","GRM1","",409955
"ENSG00000185668","POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]","protein_coding",63.14,38043829,38046793,2965,"1","p34.3","POU3F1","",2964
"ENSG00000171492","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]","protein_coding",40.31,89821014,89936611,588,"1","p22.2","LRRC8D","",115597
"ENSG00000138640","family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]","protein_coding",38.27,88725955,89111398,4945,"4","q22.1","FAM13A","",385443
"ENSG00000120137","pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]","protein_coding",37.52,168548495,168579368,10274,"5","q34","PANK3","",30873
